id	label	current_type	bucket	degree	suggested_decision	decision
LLM:bacillus_coagulans_fcys01_spores_chitooligosaccharides	Bacillus coagulans FCYS01 spores + chitooligosaccharides	Food	medium_microbe	1	Microbe	keep
LLM:bacillus_coagulans_mtcc5856_with_sugar_cane_fibre	Bacillus coagulans MTCC5856 with sugar cane fibre	Food	medium_microbe	1	Microbe	keep
LLM:bacillus_coagulans_with_rosmarinic_acid_and_silk_fibroin	Bacillus coagulans with rosmarinic acid and silk fibroin	Food	medium_microbe	1	Microbe	keep
LLM:bifidobacterium_animalis_ssp_lactis_bx-245_powder	Bifidobacterium animalis ssp. lactis BX-245 powder	Food	medium_microbe	1	Microbe	Microbe
LLM:bifidobacterium_animalis_ssp_lactis_bx-245-fermented_milk	Bifidobacterium animalis ssp. lactis BX-245-fermented milk	Food	medium_microbe	1	Microbe	keep
LLM:cdd-2103	CDD-2103	Food	medium_microbe	1	Microbe	keep
LLM:cawo4_ycw	CaWO4@YCW	Food	medium_microbe	1	Microbe	keep
LLM:clostridium_butyricum_fermented_metabolites	Clostridium butyricum fermented metabolites	Food	medium_microbe	1	Microbe	Bioactive
LLM:ehlj7	EHLJ7	Food	medium_microbe	1	Microbe	keep
LLM:escherichia_coli_nissle_1917_tyrosinase_overexpressing_strain_ecn-t	Escherichia coli Nissle 1917 tyrosinase overexpressing strain (EcN-T)	Food	medium_microbe	1	Microbe	Microbe
LLM:escherichia_coli_nissle_1917_with_fe-ta_mgn_shield	Escherichia coli Nissle 1917 with Fe-TA@mGN shield	Food	medium_microbe	1	Microbe	keep
LLM:escherichia_coli_nissle_1917_with_vitreoscilla_hemoglobin	Escherichia coli Nissle 1917 with Vitreoscilla hemoglobin	Food	medium_microbe	1	Microbe	Microbe
LLM:isorhamnetin-3-o-glucoside	Isorhamnetin-3-O-glucoside	Food	medium_microbe	1	Microbe	Bioactive
LLM:lacticaseibacillus_paracasei_hy2782	Lacticaseibacillus paracasei HY2782	Food	medium_microbe	1	Microbe	Microbe
LLM:lactiplantibacillus_plantarum_fbt215	Lactiplantibacillus plantarum FBT215	Food	medium_microbe	1	Microbe	Microbe
LLM:lactiplantibacillus_plantarum_imc513	Lactiplantibacillus plantarum IMC513	Food	medium_microbe	1	Microbe	Microbe
LLM:lactobacillus_delbrueckii_cidca_133_pexu_hsp65_milk_ferment	Lactobacillus delbrueckii CIDCA 133 (pExu:hsp65) milk ferment	Food	medium_microbe	1	Microbe	keep
LLM:lactobacillus_fermentum_fermented_whey	Lactobacillus fermentum fermented whey	Food	medium_microbe	1	Microbe	keep
LLM:lactobacillus_paracasei_tk1501_fermented_soybean	Lactobacillus paracasei TK1501 fermented soybean	Food	medium_microbe	1	Microbe	keep
LLM:lactobacillus_paracasei_expressing_porcine_tff3_and_egf	Lactobacillus paracasei expressing porcine TFF3 and EGF	Food	medium_microbe	1	Microbe	Microbe
LLM:lactobacillus_paracasei_subsp_paracasei_ntu_101	Lactobacillus paracasei subsp. paracasei NTU 101	Food	medium_microbe	1	Microbe	Microbe
LLM:limosilactobacillus_fermentum_hfy06	Limosilactobacillus fermentum HFY06	Food	medium_microbe	1	Microbe	Microbe
LLM:limosilactobacillus_fermentum_im57	Limosilactobacillus fermentum IM57	Food	medium_microbe	1	Microbe	Microbe
LLM:limosilactobacillus_fermentum_ir62	Limosilactobacillus fermentum IR62	Food	medium_microbe	1	Microbe	Microbe
LLM:limosilactobacillus_reuteri_r2lc	Limosilactobacillus reuteri R2LC	Food	medium_microbe	1	Microbe	Microbe
LLM:lpmp-8	LpMP-8	Food	medium_microbe	1	Microbe	keep
LLM:nmw1	NMW1	Food	medium_microbe	1	Microbe	keep
LLM:nmw2	NMW2	Food	medium_microbe	1	Microbe	keep
LLM:pat1_loss	PAT1 loss	Food	medium_microbe	1	Microbe	keep
LLM:pr39_peptide	PR39 peptide	Food	medium_microbe	1	Microbe	Bioactive
LLM:sel001	SEL001	Food	medium_microbe	1	Microbe	keep
LLM:slc26a6	SLC26A6	Food	medium_microbe	1	Microbe	keep
LLM:saccharomyces_cerevisiae_fermentation_product	Saccharomyces cerevisiae fermentation product	Food	medium_microbe	1	Microbe	keep
LLM:strain_gr-4	Strain GR-4	Food	medium_microbe	1	Microbe	Microbe
LLM:vitamin_a_and_bifidobacterium_longum_subsp_infantis_ccfm1426_combination	Vitamin A and Bifidobacterium longum subsp. infantis CCFM1426 combination	Food	medium_microbe	1	Microbe	keep
LLM:arabinoxylan_and_lactobacillus_fermentum_hfy06_synbiotic	arabinoxylan and Lactobacillus fermentum HFY06 synbiotic	Food	medium_microbe	1	Microbe	keep
LLM:corn_with_3-hf_anthocyanins	corn with 3-HF (anthocyanins)	Food	medium_microbe	1	Microbe	keep
LLM:heat-killed_lactobacillus_casei_dkgf7	heat-killed Lactobacillus casei DKGF7	Food	medium_microbe	1	Microbe	Microbe
LLM:human_muc2	human MUC2	Food	medium_microbe	1	Microbe	keep
LLM:licorice_endophyte_jtzb55	licorice endophyte JTZB55	Food	medium_microbe	1	Microbe	Microbe
LLM:petunidin_3-o-_rhamnopyranosyl-_trans-p-coumaroyl_-5-o-_beta-d-glucopyranoside	petunidin 3-O-[rhamnopyranosyl-(trans-p-coumaroyl)]-5-O-[β-d-glucopyranoside]	Food	medium_microbe	1	Microbe	Bioactive
LLM:yacon_juice_fermented_by_lactiplantibacillus_plantarum_qs7t	yacon juice fermented by Lactiplantibacillus plantarum QS7T	Food	medium_microbe	1	Microbe	keep
LLM:-_-epigallocatechin-3-gallate	(-)-Epigallocatechin-3-gallate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:1_2_3_4-tetrahydrogen-beta-carboline-3-carboxylic_acid	1,2,3,4-tetrahydrogen-β-carboline-3-carboxylic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:1_3-dioleoyl-2-palmitoylglycerol	1,3-dioleoyl-2-palmitoylglycerol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:13_-carboxychromanol	13'-carboxychromanol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:3_3-diindolylmethane	3,3-Diindolylmethane	Food	compound_candidate	1	Bioactive	Bioactive
LLM:3-indoleglyoxylic_acid	3-Indoleglyoxylic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:3-deoxyflavonoid	3-deoxyflavonoid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:3-hydroxyflavonoid	3-hydroxyflavonoid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:5-hydroxyindoleacetic_acid	5-hydroxyindoleacetic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:6-paradol	6-paradol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:alhagi_honey_polysaccharide	Alhagi honey polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:angelica_sinensis_polysaccharide_nanoparticles	Angelica sinensis polysaccharide nanoparticles	Food	compound_candidate	1	Bioactive	Bioactive
LLM:asiatic_acid	Asiatic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:asimina_triloba_polysaccharide	Asimina triloba polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:astragalus_polysaccharide	Astragalus polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:atractylodis_macrocephala_polysaccharide	Atractylodis Macrocephala polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:auricularia_auricula_exopolysaccharide	Auricularia auricula exopolysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cistanche_tubulosa_polysaccharide	Cistanche tubulosa polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:coptis_chinensis_polysaccharide	Coptis chinensis polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cordyceps_militaris_peptides_and_polysaccharides	Cordyceps militaris peptides and polysaccharides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:d-allulose	D-allulose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dendrobium_huoshanense_stem_polysaccharide	Dendrobium huoshanense stem polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dictyophora_indusiata_polysaccharide	Dictyophora indusiata polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dioscorea_alata_anthocyanin	Dioscorea alata anthocyanin	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dioscorea_opposita_bulbil_polysaccharides	Dioscorea opposita bulbil polysaccharides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:eucommia_ulmoides_polysaccharide_nano-selenium	Eucommia ulmoides polysaccharide nano-selenium	Food	compound_candidate	1	Bioactive	Bioactive
LLM:forsythia_suspensa_polyphenols	Forsythia suspensa polyphenols	Food	compound_candidate	1	Bioactive	Bioactive
LLM:fu_brick_tea_polysaccharide	Fu brick tea polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:holothuria_leucospilota_polysaccharide	Holothuria leucospilota polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ilicifolius_acid_a	Ilicifolius acid A	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ishige_okamurae_polysaccharide	Ishige Okamurae polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:l-fucose	L-fucose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:lactiplantibacillus_plantarum_zl1_exopolysaccharide	Lactiplantibacillus plantarum ZL1 exopolysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:limoncella_apple_polyphenol_extract	Limoncella apple polyphenol extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:liquiritin_apioside	Liquiritin apioside	Food	compound_candidate	1	Bioactive	Bioactive
LLM:lonicera_caerulea_polyphenol-rich_extract	Lonicera caerulea polyphenol-rich extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:mesna_and_n-3_polyunsaturated_fatty_acids_combination	Mesna and n-3 polyunsaturated fatty acids combination	Food	compound_candidate	1	Bioactive	Bioactive
LLM:moringa_oleifera_peptide	Moringa oleifera peptide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ocimum_gratissimum_polyphenol_extract	Ocimum gratissimum polyphenol extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:omega-3_fatty_acid	Omega-3 fatty acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ovalbumin-derived_peptides	Ovalbumin-derived peptides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:phellinus_linteus_polysaccharide	Phellinus linteus polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:phyllanthus_emblica_polysaccharide	Phyllanthus emblica polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:pleurotus_eryngii_beta-glucan_wpep	Pleurotus eryngii β-glucan (WPEP)	Food	compound_candidate	1	Bioactive	Bioactive
LLM:protaetia_brevitarsis_protein_hydrolysate	Protaetia brevitarsis protein hydrolysate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:purple_yam_polyphenol_extracts	Purple yam polyphenol extracts	Food	compound_candidate	1	Bioactive	Bioactive
LLM:qingqiao_polyphenols	Qingqiao polyphenols	Food	compound_candidate	1	Bioactive	Bioactive
LLM:qingzhuan_dark_tea_polysaccharides-zinc	Qingzhuan dark tea polysaccharides-zinc	Food	compound_candidate	1	Bioactive	Bioactive
LLM:rattan_pepper_polysaccharide	Rattan pepper polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:saururus_chinensis_polysaccharide_scpe-ii	Saururus chinensis polysaccharide SCPE-II	Food	compound_candidate	1	Bioactive	Bioactive
LLM:tmf-o-glycosides	TMF-O-glycosides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:thesium_chinense_polysaccharide_tp1	Thesium chinense polysaccharide TP1	Food	compound_candidate	1	Bioactive	Bioactive
LLM:thinned_apple_polyphenols	Thinned apple polyphenols	Food	compound_candidate	1	Bioactive	Bioactive
LLM:tremella_fuciformis_polysaccharide	Tremella fuciformis polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ulva_pertusa_polysaccharide	Ulva pertusa polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:vegaven_lipid_emulsion_18-carbon_n-3_fatty_acids	Vegaven lipid emulsion (18-carbon n-3 fatty acids)	Food	compound_candidate	1	Bioactive	Bioactive
LLM:agarobiose	agarobiose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:agarotetraose	agarotetraose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:anthocyanin-containing_potatoes	anthocyanin-containing potatoes	Food	compound_candidate	1	Bioactive	keep
LLM:anthocyanin-enriched_maize	anthocyanin-enriched maize	Food	compound_candidate	1	Bioactive	keep
LLM:anthocyanin-rich_extract	anthocyanin-rich extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:anthocyanins	anthocyanins	Food	compound_candidate	1	Bioactive	Bioactive
LLM:arginine_glutamine_and_beta-hydroxy_beta-methylbutyrate_mixture	arginine, glutamine and β-hydroxy β-methylbutyrate mixture	Food	compound_candidate	1	Bioactive	Bioactive
LLM:bilberry_anthocyanin_extract	bilberry anthocyanin extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:black_wolfberry_anthocyanin	black wolfberry anthocyanin	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cannabidiol	cannabidiol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:carboxymethyl_cellulose	carboxymethyl cellulose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cherry_polyphenol_extract	cherry polyphenol extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:chitin-glucan_and_lactobacillus_acidophilus_ncfm_synbiotic	chitin-glucan and Lactobacillus acidophilus NCFM synbiotic	Food	compound_candidate	1	Bioactive	keep
LLM:citrus_peel_polyphenols	citrus peel polyphenols	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cocoa_polyphenol	cocoa polyphenol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cocoa_polyphenols	cocoa polyphenols	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cornelian_cherry_iridoid-polyphenolic_extract	cornelian cherry iridoid-polyphenolic extract	Food	compound_candidate	1	Bioactive	Bioactive
LLM:costunolide	costunolide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cranberry_polyphenol	cranberry polyphenol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:curcumin-anthocyanin_nanoparticles	curcumin-anthocyanin nanoparticles	Food	compound_candidate	1	Bioactive	Bioactive
LLM:curcumin-egg_white_peptide_aggregations	curcumin-egg white peptide aggregations	Food	compound_candidate	1	Bioactive	Bioactive
LLM:curcumin-egg_white_peptide-casein-quaternary_chitosan_nanoparticles	curcumin-egg white peptide-casein-quaternary chitosan nanoparticles	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dextran_sodium_sulfate	dextran sodium sulfate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dietary_ceramide	dietary ceramide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:dihydroresveratrol	dihydroresveratrol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:egg-white-derived_peptides	egg-white-derived peptides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:eicosapentaenoic_acid_monoglyceride	eicosapentaenoic acid monoglyceride	Food	compound_candidate	1	Bioactive	Bioactive
LLM:farnesol	farnesol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:fish_collagen_peptides	fish collagen peptides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:foxtail_millet_bran_polyphenol	foxtail millet bran polyphenol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:fucose	fucose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:galacto-oligosaccharide	galacto-oligosaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:gamma-irradiated_resveratrol	gamma-irradiated resveratrol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ganoderic_acid_a	ganoderic acid A	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ginger_polysaccharides	ginger polysaccharides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:glycoursodeoxycholic_acid	glycoursodeoxycholic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:glycyrrhizic_acid	glycyrrhizic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:grape_seed_polyphenols	grape seed polyphenols	Food	compound_candidate	1	Bioactive	Bioactive
LLM:honey-processed_astragalus_polysaccharide	honey-processed Astragalus polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:honokiol	honokiol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:hydroxytyrosyl_acetate	hydroxytyrosyl acetate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:indol-3-carbinol	indol-3-carbinol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:indole_lactic_acid_producing_escherichia_coli_nissle_1917	indole lactic acid producing Escherichia coli Nissle 1917	Food	compound_candidate	1	Bioactive	Microbe
LLM:isomaltooligosaccharide	isomaltooligosaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:isomaltulose	isomaltulose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:ligustroside	ligustroside	Food	compound_candidate	1	Bioactive	Bioactive
LLM:lipoic_acid	lipoic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:maggot_polysaccharide_mp-l	maggot polysaccharide MP-L	Food	compound_candidate	1	Bioactive	Bioactive
LLM:magnolol	magnolol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:magnolol-whey_protein_isolate-tremella_fuciformis_polysaccharides_emulsion	magnolol-whey protein isolate-Tremella fuciformis polysaccharides emulsion	Food	compound_candidate	1	Bioactive	Bioactive
LLM:malic_acid	malic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:melezitose	melezitose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:methylcellulose	methylcellulose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:microcrystalline_cellulose	microcrystalline cellulose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:n-3_polyunsaturated_fatty_acid	n-3 polyunsaturated fatty acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:n-3_polyunsaturated_fatty_acids	n-3 polyunsaturated fatty acids	Food	compound_candidate	1	Bioactive	Bioactive
LLM:okra_flower_polysaccharide	okra flower polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:oligonol	oligonol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:p-hydroxybenzoic_acid	p-hydroxybenzoic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:patchouli_alcohol	patchouli alcohol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:pectin-based_polysaccharide_composite_hydrogel	pectin-based polysaccharide composite hydrogel	Food	compound_candidate	1	Bioactive	Bioactive
LLM:phenolic_glycosides	phenolic glycosides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:phytic_acid	phytic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:polydextrose	polydextrose	Food	compound_candidate	1	Bioactive	Bioactive
LLM:pomegranate_polysaccharide	pomegranate polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:porcine_intestinal_mucosal_peptides	porcine intestinal mucosal peptides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:propyl-propane_thiosulfonate	propyl-propane thiosulfonate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:protocatechuic_acid_sodium_alginate_coated_lactiplantibacillus_plantarum	protocatechuic acid sodium alginate coated Lactiplantibacillus plantarum	Food	compound_candidate	1	Bioactive	Microbe
LLM:purple_sweet_potato_polysaccharide	purple sweet potato polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:quercetin_monoglycosides	quercetin monoglycosides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:quinoa_peptide	quinoa peptide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:quinoa_saponins	quinoa saponins	Food	compound_candidate	1	Bioactive	Bioactive
LLM:resistant_starch_and_tannic_acid_mixture	resistant starch and tannic acid mixture	Food	compound_candidate	1	Bioactive	Bioactive
LLM:resveratrol-loaded_mesona_chinensis_polysaccharides_nanoparticles	resveratrol-loaded Mesona chinensis polysaccharides nanoparticles	Food	compound_candidate	1	Bioactive	Bioactive
LLM:rheum_officinale_polysaccharide	rheum officinale polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:sesaminol	sesaminol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:short_chain_fatty_acid_mixture	short chain fatty acid mixture	Food	compound_candidate	1	Bioactive	Bioactive
LLM:short-peptide_enteral_nutrition_with_lactobacillus_acidophilus	short-peptide enteral nutrition with Lactobacillus acidophilus	Food	compound_candidate	1	Bioactive	keep
LLM:sodium_isobutyrate	sodium isobutyrate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:sodium-butyrate	sodium-butyrate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:taurocholic_acid	taurocholic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:tea_polyphenol	tea polyphenol	Food	compound_candidate	1	Bioactive	Bioactive
LLM:tea_polysaccharide	tea polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:tea_residue_protein-derived_oligopeptides	tea residue protein-derived oligopeptides	Food	compound_candidate	1	Bioactive	Bioactive
LLM:water-soluble_garlic_polysaccharide	water-soluble garlic polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:xylooligosaccharide	xylooligosaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:yellow_passion_fruit_peel_polysaccharide	yellow passion fruit peel polysaccharide	Food	compound_candidate	1	Bioactive	Bioactive
LLM:alpha-muricholic_acid	α-muricholic acid	Food	compound_candidate	1	Bioactive	Bioactive
LLM:alphas2-casein_peptide_vyqhqkamkpwiqpktkvipyvryl	αs2-casein peptide (VYQHQKAMKPWIQPKTKVIPYVRYL)	Food	compound_candidate	1	Bioactive	Bioactive
LLM:beta-casofensin	β-casofensin	Food	compound_candidate	1	Bioactive	Bioactive
LLM:beta-hydroxy_beta-methylbutyrate	β-hydroxy β-methylbutyrate	Food	compound_candidate	1	Bioactive	Bioactive
LLM:cd-treat_food-based_diet	CD-TREAT food-based diet	Food	dietary_pattern	1	keep	keep
LLM:crohn_s_disease_exclusion_diet	Crohn's Disease Exclusion Diet	Food	dietary_pattern	1	keep	keep
LLM:ibd-maid_diet	IBD-MAID diet	Food	dietary_pattern	1	keep	keep
LLM:mediterranean-like_diet	Mediterranean-like diet	Food	dietary_pattern	1	keep	keep
LLM:mi-ibd_diet	Mi-IBD diet	Food	dietary_pattern	1	keep	keep
LLM:monash_pouch_diet	Monash Pouch diet	Food	dietary_pattern	1	keep	keep
LLM:western_style_diet	Western style diet	Food	dietary_pattern	1	keep	keep
LLM:western-style_diet	Western-style diet	Food	dietary_pattern	1	keep	keep
LLM:westernised_diet_with_deoxycholic_acid	Westernised diet with deoxycholic acid	Food	dietary_pattern	1	keep	keep
LLM:anti-inflammatory_dietary_pattern	anti-inflammatory dietary pattern	Food	dietary_pattern	1	keep	keep
LLM:antigen-free_diet	antigen-free diet	Food	dietary_pattern	1	keep	keep
LLM:balanced_n-6_n-3_pufa_diet	balanced n-6/n-3 PUFA diet	Food	dietary_pattern	1	keep	keep
LLM:control_diet	control diet	Food	dietary_pattern	1	keep	keep
LLM:diet_2019	diet 2019	Food	dietary_pattern	1	keep	keep
LLM:diversified_diet	diversified diet	Food	dietary_pattern	1	keep	keep
LLM:exclusive_enteral_nutrition_diet	exclusive enteral nutrition diet	Food	dietary_pattern	1	keep	keep
LLM:fiber-deprived_diet	fiber-deprived diet	Food	dietary_pattern	1	keep	keep
LLM:fiber-free_exclusive_enteral_nutrition_diet	fiber-free exclusive enteral nutrition diet	Food	dietary_pattern	1	keep	keep
LLM:glucose-free_high-protein_diet	glucose-free, high-protein diet	Food	dietary_pattern	1	keep	keep
LLM:high_diet_quality	high diet quality	Food	dietary_pattern	1	keep	keep
LLM:high_fat_diet	high fat diet	Food	dietary_pattern	1	keep	keep
LLM:high_fat-high_protein_diet	high fat-high protein diet	Food	dietary_pattern	1	keep	keep
LLM:high_tryptophan_diet	high tryptophan diet	Food	dietary_pattern	1	keep	keep
LLM:high-casein_diet	high-casein diet	Food	dietary_pattern	1	keep	keep
LLM:high-fat_high-sucrose_diet	high-fat high-sucrose diet	Food	dietary_pattern	1	keep	keep
LLM:high-fat_high-sucrose_high-fiber_diet	high-fat, high-sucrose, high-fiber diet	Food	dietary_pattern	1	keep	keep
LLM:iron-deficient_diet	iron-deficient diet	Food	dietary_pattern	1	keep	keep
LLM:low_emulsifier_diet	low emulsifier diet	Food	dietary_pattern	1	keep	keep
LLM:low_fiber_diet	low fiber diet	Food	dietary_pattern	1	keep	keep
LLM:low-fodmap_diet	low-FODMAP diet	Food	dietary_pattern	1	keep	keep
LLM:low-fiber_diet	low-fiber diet	Food	dietary_pattern	1	keep	keep
LLM:maternal_high_fat_diet	maternal high fat diet	Food	dietary_pattern	1	keep	keep
LLM:methionine_tryptophan_and_niacin-deficient_diet	methionine, tryptophan, and niacin-deficient diet	Food	dietary_pattern	1	keep	keep
LLM:n-3_pufa_diet	n-3 PUFA diet	Food	dietary_pattern	1	keep	keep
LLM:omega-3_polyunsaturated_fatty_acid_diet	omega-3 polyunsaturated fatty acid diet	Food	dietary_pattern	1	keep	keep
LLM:omnivore_diet	omnivore diet	Food	dietary_pattern	1	keep	keep
LLM:pea_protein_diet	pea protein diet	Food	dietary_pattern	1	keep	keep
LLM:polyphenol_enriched_diet	polyphenol enriched diet	Food	dietary_pattern	1	keep	keep
LLM:purified_low-fat_diet_with_cellulose	purified low-fat diet with cellulose	Food	dietary_pattern	1	keep	keep
LLM:reduced-fat_diet	reduced-fat diet	Food	dietary_pattern	1	keep	keep
LLM:standard_diet	standard diet	Food	dietary_pattern	1	keep	keep
LLM:sugar-sweetened_beverages_with_high-fat_diet	sugar-sweetened beverages with high-fat diet	Food	dietary_pattern	1	keep	keep
LLM:tributyrin_diet	tributyrin diet	Food	dietary_pattern	1	keep	keep
LLM:vegan_diet	vegan diet	Food	dietary_pattern	1	keep	keep
