pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
38474407	T3	amygdalin	Food	decreases_abundance_of	Allobaculum	Microbe	Amy administration modulated the balance of intestinal flora, including a selective rise in the abundance of S24-7 and a decline in the abundance of Allobaculum, Oscillospira, Bacteroides, Sutterella, and Shigella	animal	0.75	DSS mouse model; listed in multi-taxa decline
38474407	T4	amygdalin	Food	decreases_abundance_of	Bacteroides	Microbe	Amy administration modulated the balance of intestinal flora, including a selective rise in the abundance of S24-7 and a decline in the abundance of Allobaculum, Oscillospira, Bacteroides, Sutterella, and Shigella	animal	0.75	DSS mouse model; listed in multi-taxa decline but most prominent genus
27167669	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40853091	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
26431583	T1	Faecalibacterium prausnitzii	Microbe	increased_in	atopic dermatitis	IBD_Outcome	We show that enrichment of a subspecies of the major gut species Faecalibacterium prausnitzii is strongly associated with AD	cohort	0.85	n=132 (90 AD patients); direct observational finding from 16S rRNA and metagenome analysis
26431583	T2	Faecalibacterium prausnitzii	Microbe	produces	butyrate	Bioactive	a lack of which has been implicated in patients with Crohn disease. This is likely a consequence of an intraspecies compositional change in F prausnitzii that reduces the number of high butyrate and propionate producers, including those related to the strain A2-165	mechanistic	0.85	Metabolic production capability explicitly described for butyrate-producing strains
26431583	T3	Faecalibacterium prausnitzii	Microbe	produces	propionate	Bioactive	reduces the number of high butyrate and propionate producers, including those related to the strain A2-165	mechanistic	0.85	Metabolic production capability explicitly described for propionate-producing strains
32782508	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34707714	T1	Irisin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Irisin significantly reduced the degree of inflammation in UC by reversing alterations to the macroscopic score, histological score, number of CD64+ cells and inflammatory cytokine alterations	animal	0.8	DSS-induced UC mouse model; irisin treated vs DSS control
34707714	T2	Bacteroides	Microbe	increased_in	ulcerative colitis	IBD_Outcome	Bacteroides were positively correlated with the histopathological score	animal	0.8	Direct observation in UC mice; positive correlation with histological disease severity
34707714	T3	Alloprevotella	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Alloprevotella (P=0.001; R=-0.943) were negatively correlated with the histopathological score	animal	0.8	Negative correlation with disease severity in UC mice
34707714	T4	Lachnospiraceae-UCG-001	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Lachnospiraceae-UCG-001 (P=0.000; R=-0.973) were negatively correlated with the histopathological score	animal	0.8	Negative correlation with disease severity in UC mice
37904683	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41972170	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40617891	T1	Faecalibacterium prausnitzii	Microbe	produces	secondary bile acid	Bioactive	increasing the ratio of unconjugated to conjugated bile acids and secondary to primary bile acids	mechanistic	0.85	Explicit metabolic modification of bile acid metabolism
35866598	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39992140	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35184056	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38905845	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39520912	T1	rubidium salt	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Rubidium salt reduced levels of inflammatory markers and improved intestinal barrier function	animal	0.8	DSS-induced UC model; mineral intervention
39520912	T2	rubidium salt	Food	increases_abundance_of	Lactobacillus	Microbe	rubidium salt significantly adjusted the structure of intestinal flora, increased the abundance of beneficial bacteria such as lactobacillus and bifidobacterium	animal	0.8	Genus Lactobacillus; emphasized as beneficial bacteria
39520912	T3	rubidium salt	Food	increases_abundance_of	Bifidobacterium	Microbe	rubidium salt significantly adjusted the structure of intestinal flora, increased the abundance of beneficial bacteria such as lactobacillus and bifidobacterium	animal	0.8	Genus Bifidobacterium; emphasized as beneficial bacteria
39520912	T4	rubidium salt	Food	decreases_abundance_of	Enterobacteriaceae	Microbe	inhibited the abundance of harmful bacteria such as Enterobacteriaceae and Escherichia coli	animal	0.8	Family Enterobacteriaceae; emphasized as harmful bacteria
39520912	T5	rubidium salt	Food	decreases_abundance_of	Escherichia coli	Microbe	inhibited the abundance of harmful bacteria such as Enterobacteriaceae and Escherichia coli	animal	0.8	Species E. coli; emphasized as harmful bacteria
39604394	T1	Enterococcus faecium	Microbe	increased_in	ulcerative colitis	IBD_Outcome	We found that Enterococcus faecium and Bifidobacterium spp. were enriched in both diseases.	cohort	0.85	Japanese 4D cohort study with external validation; observational finding of enrichment in both UC and CD
39604394	T2	Enterococcus faecium	Microbe	increased_in	Crohn's disease	IBD_Outcome	We found that Enterococcus faecium and Bifidobacterium spp. were enriched in both diseases.	cohort	0.85	Japanese 4D cohort study with external validation; observational finding of enrichment in both UC and CD
39604394	T3	Bifidobacterium	Microbe	increased_in	ulcerative colitis	IBD_Outcome	We found that Enterococcus faecium and Bifidobacterium spp. were enriched in both diseases.	cohort	0.85	Japanese 4D cohort study with external validation; observational finding of enrichment in both UC and CD
39604394	T4	Bifidobacterium	Microbe	increased_in	Crohn's disease	IBD_Outcome	We found that Enterococcus faecium and Bifidobacterium spp. were enriched in both diseases.	cohort	0.85	Japanese 4D cohort study with external validation; observational finding of enrichment in both UC and CD
39604394	T5	Escherichia coli	Microbe	increased_in	Crohn's disease	IBD_Outcome	Enriched Escherichia coli was characteristic of CD and was linked to numerous antibiotic resistance genes involved in efflux pumps and adherent-invasive Escherichia coli virulence factors.	cohort	0.85	Japanese 4D cohort with external validation; characteristic enrichment in CD
39604394	T6	Saccharomyces cerevisiae	Microbe	increased_in	Crohn's disease	IBD_Outcome	Saccharomyces paradoxus and Saccharomyces cerevisiae were enriched in UC and CD, respectively.	cohort	0.85	Japanese 4D cohort with external validation; fungal taxa enriched in CD
39604394	T7	Saccharomyces paradoxus	Microbe	increased_in	ulcerative colitis	IBD_Outcome	Saccharomyces paradoxus and Saccharomyces cerevisiae were enriched in UC and CD, respectively.	cohort	0.85	Japanese 4D cohort with external validation; fungal taxa enriched in UC
32239008	T1	ripened Pu-erh tea	Food	decreases_marker	ulcerative colitis	IBD_Outcome	RPT significantly relieved the loss of body weight, disease severity and shortening of colon length, and remarkably inhibited the secretion of pro-inflammatory cytokines	animal	0.8	DSS-induced colitis mouse model; hot-water extract of ripened Pu-erh tea
32010637	T1	Bacteroides fragilis	Microbe	increased_in	colorectal cancer	IBD_Outcome	Also, B. fragilis was significantly more abundant in the patients' samples compared to those of HCs	case_control	0.85	Case-control study (n=68 patients with precancerous/cancerous lesions, n=52 healthy controls); B. fragilis abundance significantly elevated in patient group
32010637	T2	Bacteroides fragilis	Microbe	produces	Bacteroides fragilis toxin	Bioactive	Enterotoxigenic Bacteroides fragilis (ETBF) produces Bacteroides fragilis toxin (BFT)	mechanistic	0.9	Direct statement of BFT production by ETBF
39426504	T1	resistant starch nanoparticles	Food	decreases_marker	ulcerative colitis	IBD_Outcome	LP/RS@DAM effectively enhances the production of short-chain fatty acids, leading to a reduction in inflammatory cytokines and restoration of intestinal microbial diversity in dextran sulfate sodium (DSS)-induced colitis	animal	0.8	DSS colitis model; prebiotic (resistant starch nanoparticles) component demonstrated reduction in inflammation
39426504	T2	resistant starch nanoparticles	Food	contains	short chain fatty acid	Bioactive	LP/RS@DAM effectively enhances the production of short-chain fatty acids	animal	0.75	Resistant starch is a substrate for SCFA production; food source mapped
30670576	T1	inulin	Food	increases_marker	colitis	IBD_Outcome	Inulin potentiated the severity of αIL10R-induced colitis	animal	0.8	IL-10 neutralization mouse model; inulin fermentable fiber
30670576	T2	pectin	Food	decreases_marker	colitis	IBD_Outcome	pectin ameliorated the disease	animal	0.8	IL-10 neutralization mouse model; pectin fermentable fiber
30670576	T3	inulin	Food	increases_abundance_of	butyrate-producing bacteria	Microbe	enrichment of butyrate-producing bacteria and elevated levels of caecal butyrate	animal	0.75	Associated with inulin feeding in colitis model
30670576	T4	tributyrin	Food	increases_marker	colitis	IBD_Outcome	augmenting caecal butyrate via tributyrin increased colitis severity in cellulose containing diet-fed mice	animal	0.8	Butyrate supplement shown to exacerbate colitis
35471119	T1	Mediterranean diet fat blend	Food	decreases_marker	colitis	IBD_Outcome	The MD resulted in lower clinical and histopathological scores	animal	0.85	Muc2-/- mouse model of spontaneous colitis; MD fat blend reduces disease severity
35471119	T2	Mediterranean diet fat blend	Food	decreases_abundance_of	Akkermansia muciniphila	Microbe	The MD was associated with beneficial microbes and associated with higher cecal acetic acid levels negatively correlated with colitogenic microbes like Akkermansia muciniphila	animal	0.75	Muc2-/- model; negative correlation with MD fat blend intake
35471119	T3	corn oil	Food	increases_abundance_of	Akkermansia muciniphila	Microbe	In contrast, CO showed a higher prevalence of mucin-degraders including A. muciniphila and Enterobacteriaceae	animal	0.85	Muc2-/- model; corn oil diet enriches A. muciniphila
35471119	T4	corn oil	Food	increases_abundance_of	Enterobacteriaceae	Microbe	In contrast, CO showed a higher prevalence of mucin-degraders including A. muciniphila and Enterobacteriaceae	animal	0.85	Muc2-/- model; corn oil diet enriches Enterobacteriaceae
32770194	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
25441585	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41474524	T1	Anaerostipes hadrus	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Anaerostipes hadrus-like (P = 0.001317)... showed significantly lower abundance in CD patients	cohort	0.85	Comparative metagenomics study, n=18 (9 CD, 9 healthy controls)
41474524	T2	Roseburia intestinalis	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Roseburia intestinalis-like (P = 0.03542)... showed significantly lower abundance in CD patients	cohort	0.85	Comparative metagenomics study, n=18 (9 CD, 9 healthy controls)
41474524	T3	Coprococcus catus	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Coprococcus catus-like (P = 0.0005787)... showed significantly lower abundance in CD patients	cohort	0.85	Comparative metagenomics study, n=18 (9 CD, 9 healthy controls)
41474524	T4	Ruminococcus gnavus	Microbe	increased_in	Crohn's disease	IBD_Outcome	Ruminococcus gnavus-like... demonstrated relatively higher abundance (P = 0.0257)	cohort	0.85	Comparative metagenomics study, n=18 (9 CD, 9 healthy controls)
41474524	T5	Escherichia coli	Microbe	increased_in	Crohn's disease	IBD_Outcome	Escherichia coli-like... also exhibited higher abundance in CD group (P = 0.01044)	cohort	0.85	Comparative metagenomics study, n=18 (9 CD, 9 healthy controls)
37916431	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40389822	T1	Bacillus licheniformis (Bl-cyp strain)	Microbe	produces	abscisic acid	Bioactive	a Bl-cyp strain overexpressing the cyp gene secreted more ABA into its supernatant	mechanistic	0.9	Engineered strain with cyp gene for increased ABA production
34586559	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34135755	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36235611	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37310404	T1	rhamnolipid/fullerene nanocomposites	Food	decreases_marker	ulcerative colitis	IBD_Outcome	RL/C60 largely mitigated the inflammation of mice with colitis shortly after its oral administration	animal	0.75	DSS or similar colitis mouse model; oral colon-targeting delivery of nanocomposite
37310404	T2	rhamnolipid/fullerene nanocomposites	Food	increases_abundance_of	intestinal probiotics	Microbe	RL/C60 significantly promoted the colonization of intestinal probiotics	animal	0.75	General probiotic category in colitis mice
37310404	T3	rhamnolipid/fullerene nanocomposites	Food	decreases_abundance_of	pathogenic bacteria	Microbe	suppressed the biofilm formation of pathogenic bacteria	animal	0.7	General pathogenic bacteria category; suppression of biofilm formation
33882108	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36669152	T1	Lactiplantibacillus plantarum BW2013	Food	decreases_marker	ulcerative colitis	IBD_Outcome	the clinical symptoms in DSS-modelled ulcerative colitis (UC) were improved by L. plantarum BW2013 via decreasing disease activity index scores	animal	0.85	DSS-induced UC mouse model; probiotic strain administered as intervention
36669152	T2	Lactiplantibacillus plantarum BW2013	Food	increases_abundance_of	Lachnospiraceae	Microbe	L. plantarum BW2013 upregulated significantly the abundance of unidentfied Lachnospiraceae, Lactococcus, Rikenella, Lactobacillus, and Odoribacter	animal	0.8	DSS UC mouse model; direct microbiota profiling via 16S rDNA sequencing
36669152	T3	Lactiplantibacillus plantarum BW2013	Food	increases_abundance_of	Lactococcus	Microbe	L. plantarum BW2013 upregulated significantly the abundance of unidentfied Lachnospiraceae, Lactococcus, Rikenella, Lactobacillus, and Odoribacter	animal	0.8	DSS UC mouse model; direct microbiota profiling via 16S rDNA sequencing
28139496	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40002018	T1	Apostichopus japonicus fucoidan	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Aj-FUC treatment attenuated the histopathological damage associated with colitis, reduced the levels of IL-6, IL-1β, and TNF-α	animal	0.8	C57BL/6 mice DSS UC model; marine polysaccharide extracted from sea cucumber
40002018	T2	Apostichopus japonicus fucoidan	Food	increases_abundance_of	Akkermansia	Microbe	Aj-FUC enhanced the levels of short-chain fatty acids (SCFAs) and helped restore the balance of gut microbiota, particularly by increasing the relative abundance of Akkermansia	animal	0.85	Akkermansia specifically emphasized in DSS UC mice model
40002018	T3	Apostichopus japonicus fucoidan	Food	contains	short chain fatty acid	Bioactive	Aj-FUC enhanced the levels of short-chain fatty acids (SCFAs)	animal	0.75	Enhancement of SCFA levels by fucoidan suggests modulation of microbiota producing SCFAs; treating as Food-contains relationship through microbiota modulation
40751698	T1	apple polyphenol extract	Food	decreases_marker	ulcerative colitis	IBD_Outcome	ameliorated UC was observed, along with reduced DAI scores, improved colonic pathological damage	animal	0.8	DSS-induced UC mouse model; gavage administration
40751698	T2	apple polyphenol extract	Food	increases_abundance_of	Akkermansia	Microbe	APE and TRF restored gut microbiota composition with increased Firmicutes/Bacterodetes ratio and boosted Akkermansia abundance	animal	0.8	DSS UC mouse model
40751698	T3	apple polyphenol extract	Food	decreases_abundance_of	Citrobacter	Microbe	while reducing the relative abundances of Citrobacter, Bacteroides, and Escherichia-Shigella	animal	0.8	DSS UC mouse model
30441814	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32410086	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37116306	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29206649	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40972823	T1	butyrate-apigenin gel bead	Food	decreases_marker	colitis	IBD_Outcome	In colitis model mice, gel beads restore clinical parameters, intestinal integrity, and microbial balance	animal	0.75	Oral gel bead formulation containing butyrate and apigenin in colitis model mice
40972823	T2	butyrate-apigenin gel bead	Food	increases_abundance_of	Bacteroidetes	Microbe	modulates the microbiota by enhancing Bacteroidetes/suppressing Enterobacteriaceae	animal	0.8	Microbiota modulation effect in colitis model
40972823	T3	butyrate-apigenin gel bead	Food	decreases_abundance_of	Enterobacteriaceae	Microbe	modulates the microbiota by enhancing Bacteroidetes/suppressing Enterobacteriaceae	animal	0.8	Microbiota modulation effect in colitis model
32161762	T1	grape seed meal	Food	increases_abundance_of	Prevotella	Microbe	GSM with high-fiber, polyphenol and polyunsaturated fatty acid (PUFA) content increased the production of butyrate and isobutyrate, stimulated the growth of beneficial genera like Prevotella and Megasphaera	animal	0.8	DSS piglet model; Prevotella most emphasized as beneficial genus
32161762	T2	grape seed meal	Food	decreases_abundance_of	Roseburia	Microbe	while countering the relative abundance of Roseburia, reducing it to half of the DSS value	animal	0.8	DSS piglet model; Roseburia reduction explicitly quantified
32161762	T3	grape seed meal	Food	contains	polyphenol	Bioactive	GSM with high-fiber, polyphenol and polyunsaturated fatty acid (PUFA) content	mechanistic	0.9	Polyphenol content of grape seed meal explicitly stated
31026259	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34183837	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30068314	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33613097	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32398661	T1	fish oil	Food	increases_abundance_of	Bifidobacterium	Microbe	this corresponded to increased abundances of fecal Bifidobacterium and Lactobacillus spp. in their infants	cohort	0.85	Observational cohort (n=47 fish oil supplementing mothers); infant fecal microbiota assessment
32398661	T2	fish oil	Food	increases_abundance_of	Lactobacillus	Microbe	this corresponded to increased abundances of fecal Bifidobacterium and Lactobacillus spp. in their infants	cohort	0.85	Observational cohort (n=47 fish oil supplementing mothers); infant fecal microbiota assessment
34239510	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36371922	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41693971	ERROR	-	-	ERROR	-	-	Batch error: errored	-	0	Error type: errored
33189700	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40300731	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33099525	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41921805	T1	Lycium barbarum polysaccharides	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Treatment with LBP reduced the disease activity index (DAI) score, ameliorated histological change, and restored colon length	animal	0.8	DSS-induced UC rat model; LBP 100 mg/kg bw
41921805	T2	Lycium barbarum polysaccharides	Food	increases_abundance_of	Ruminococcaceae	Microbe	The abundance of gut bacterial genera in the families Ruminococcaceae, Lachnospiraceae, and Saccharimonadaceae was increased by LBP	animal	0.8	DSS-induced UC rat model
41921805	T3	Bifidobacterium longum OLP-01	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Treatment with OLP-01 decreased DAI score, mitigated histological change, and lowered IL-6 and COX-2 levels	animal	0.8	DSS-induced UC rat model; OLP-01 2×10^9 CFU/kg bw; probiotic administered as intervention
41921805	T4	Lycium barbarum polysaccharides and Bifidobacterium longum OLP-01	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Combined LBP and OLP-01 reduced DAI score, ameliorated histological change, and decreased IL-17A, IL-6, and COX-2 levels	animal	0.8	DSS-induced UC rat model; combined LBP 50 mg/kg bw + OLP-01 1×10^9 CFU/kg bw
41921805	T5	Lycium barbarum polysaccharides and Bifidobacterium longum OLP-01	Food	increases_abundance_of	Akkermansia	Microbe	Combined LBP and OLP-01... enhanced the abundance of Akkermansia, Blautia and Ruminococcus_torques_group	animal	0.8	DSS-induced UC rat model; combined treatment
34022423	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30865983	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38292253	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41163120	T1	Sonchus brachyotus extract	Food	decreases_marker	oxidative stress	IBD_Outcome	Supplementation with SBE exerts a promising regulatory effect on oxidative stress by modulating key oxidative stress biomarkers	animal	0.75	Ethanol-induced acute oxidative stress in mice; botanical extract
41163120	T2	Sonchus brachyotus extract	Food	contains	trigonelline	Bioactive	trigonelline, mesaconic acid, and salicylic acid, bioactive components of SBE	mechanistic	0.85	Named bioactive compound in SBE extract
41163120	T3	Sonchus brachyotus extract	Food	contains	mesaconic acid	Bioactive	trigonelline, mesaconic acid, and salicylic acid, bioactive components of SBE	mechanistic	0.85	Named bioactive compound in SBE extract
41163120	T4	Sonchus brachyotus extract	Food	contains	salicylic acid	Bioactive	trigonelline, mesaconic acid, and salicylic acid, bioactive components of SBE	mechanistic	0.85	Named bioactive compound in SBE extract
41685405	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41770903	T1	Engyodontium	Microbe	increased_in	Crohn's disease	IBD_Outcome	Patients with Crohn disease (CD) and ulcerative colitis harbored increased Engyodontium and decreased L. johnsonii abundance	cohort	0.85	Direct observational association in CD patients vs controls
41770903	T2	Engyodontium	Microbe	increased_in	ulcerative colitis	IBD_Outcome	Patients with Crohn disease (CD) and ulcerative colitis harbored increased Engyodontium and decreased L. johnsonii abundance	cohort	0.85	Direct observational association in UC patients vs controls
41770903	T3	Lactobacillus johnsonii	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Patients with Crohn disease (CD) and ulcerative colitis harbored increased Engyodontium and decreased L. johnsonii abundance	cohort	0.85	Direct observational association in CD patients
41770903	T4	Lactobacillus johnsonii	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Patients with Crohn disease (CD) and ulcerative colitis harbored increased Engyodontium and decreased L. johnsonii abundance	cohort	0.85	Direct observational association in UC patients
41770903	T5	Lactobacillus johnsonii	Microbe	produces	glutamic acid	Bioactive	L. johnsonii produces high levels of l-glutamic acid by expressing the glutaminase-encoding gene glsA	mechanistic	0.9	Explicit metabolic production via gene glsA
27267792	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38193198	T1	GABA	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Treatment with GABA reduced the DSS-induced increase in the colon permeability, DAI, HS, and decrease in body weight and colon length... GABA reduced DSS-induced visceral hypersensitivity	animal	0.8	DSS colitis mouse model; GABA (40 mg/kg) administered orally; multiple colitis markers assessed
38203747	T1	Lactiplantibacillus plantarum HY7718	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Oral administration of HY7718 led to significant improvement in the disease activity index score and the histological index, as well as preventing weight loss, in model mice	animal	0.8	DSS-induced colitis mouse model; oral probiotic strain
38203747	T2	Lactiplantibacillus plantarum HY7718	Food	increases_abundance_of	Lactiplantibacillus	Microbe	HY7718 also increased the percentage of beneficial bacteria (Lactiplantibacillus and Bifidobacterium)	animal	0.8	DSS-induced colitis model; probiotic intervention
38203747	T3	Lactiplantibacillus plantarum HY7718	Food	increases_abundance_of	Bifidobacterium	Microbe	HY7718 also increased the percentage of beneficial bacteria (Lactiplantibacillus and Bifidobacterium)	animal	0.8	DSS-induced colitis model; probiotic intervention
38203747	T4	Lactiplantibacillus plantarum HY7718	Food	decreases_abundance_of	Escherichia	Microbe	HY7718 decreased the population of pathogens such as Escherichia	animal	0.8	DSS-induced colitis model
40301356	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41754858	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
27878770	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39355844	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41831968	T1	Bletilla striata polysaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	BSPN significantly alleviated ulcerative colitis in mice in a dose-dependent manner, improving colon histology	animal	0.8	DSS mouse UC model; polysaccharide extract from Bletilla striata tuber
41831968	T2	Bletilla striata polysaccharide	Food	increases_abundance_of	Faecalibaculum	Microbe	enriching beneficial gut microbiota (Faecalibaculum spp., Bacteroides spp., and Bifidobacterium spp.)	animal	0.8	DSS mouse UC model
41831968	T3	Bletilla striata polysaccharide	Food	increases_abundance_of	Bacteroides	Microbe	enriching beneficial gut microbiota (Faecalibaculum spp., Bacteroides spp., and Bifidobacterium spp.)	animal	0.8	DSS mouse UC model
41831968	T4	Bletilla striata polysaccharide	Food	increases_abundance_of	Bifidobacterium	Microbe	enriching beneficial gut microbiota (Faecalibaculum spp., Bacteroides spp., and Bifidobacterium spp.)	animal	0.8	DSS mouse UC model
40899722	T1	Sunset yellow	Food	decreases_abundance_of	Akkermansia muciniphila	Microbe	SY exposure both in vivo and in vitro inhibited the growth of Akkermansia muciniphila (AKK)	animal	0.85	DSS mouse model; in vivo and in vitro confirmation
40899722	T2	Sunset yellow	Food	increases_marker	ulcerative colitis	IBD_Outcome	SY exposure exacerbated dextran sulfate sodium (DSS)-induced UC symptoms in mice, including body weight loss, elevated disease activity index, histological damage, inflammation, gut barrier impairment	animal	0.85	DSS mouse model; direct exacerbation of UC symptoms
40899722	T3	Akkermansia muciniphila	Microbe	produces	glutathione	Bioactive	In AKK, SY exposure significantly decreased GSH content, suppressed glutathione S-transferase activity, and disrupted sulfur metabolism	mechanistic	0.75	Glutathione metabolism and production capacity shown through GSH content in bacteria
41763421	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36499169	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41373555	T1	Lacticaseibacillus rhamnosus MS27	Food	decreases_marker	ulcerative colitis	IBD_Outcome	L. rhamnosus MS27, as a novel strain, demonstrates a significant capacity to alleviate inflammatory phenotypes	animal	0.8	DSS mouse colitis model; probiotic strain tested for UC alleviation
41373555	T2	Lacticaseibacillus rhamnosus MS27	Food	increases_abundance_of	Akkermansia	Microbe	It effectively increases the abundance of beneficial microbes, particularly Akkermansia, Muribaculaceae, and Limosilactobacillus reuteri (p < 0.05)	animal	0.85	DSS model; genus-level mapping
41373555	T3	Lacticaseibacillus rhamnosus MS27	Food	increases_abundance_of	Muribaculaceae	Microbe	It effectively increases the abundance of beneficial microbes, particularly Akkermansia, Muribaculaceae, and Limosilactobacillus reuteri (p < 0.05)	animal	0.85	DSS model; family-level mapping
33081842	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40059226	T1	Lacidophilin tablets	Food	decreases_marker	irritable bowel syndrome	IBD_Outcome	LH significantly reduced visceral sensitivity and intestinal propulsion rate and improved IBS-induced anxiety and depressive behavior in IBS rats	animal	0.8	IBS rat model with acetic acid enema and constrained stress; LH is a probiotic tablet formulation
34313538	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38520351	T1	Bifidobacterium longum subsp. longum YS108R exopolysaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	YS108R EPS ameliorated colonic pathological damage and the intestinal barrier	animal	0.8	DSS-induced UC mouse model; extracted polysaccharide from B. longum culture
38520351	T2	Bifidobacterium longum subsp. longum YS108R exopolysaccharide	Food	increases_abundance_of	short-chain fatty acid-producing bacteria	Microbe	YS108R EPS regulated gut microbiota, as evidenced by an increase in short-chain fatty acid (SCFA)-producing bacteria	animal	0.8	DSS UC mouse model; SCFA-producing bacteria as collective taxon
38520351	T3	Bifidobacterium longum subsp. longum YS108R exopolysaccharide	Food	decreases_abundance_of	Gram-negative bacteria	Microbe	an increase in short-chain fatty acid (SCFA)-producing bacteria and a decline in Gram-negative bacteria	animal	0.8	DSS UC mouse model; broad bacterial category
33466665	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35497193	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39920914	T1	melezitose	Food	decreases_marker	Crohn's disease	IBD_Outcome	treatment with Mel significantly improved colonic mucosal damage and inflammatory infiltration. It also demonstrated a reduced collagen fiber deposition, thereby ameliorating fibrotic changes in colonic tissue. Furthermore, Mel decreased the expression of pro-inflammatory factors and increased the expression of anti-inflammatory factors	animal	0.8	TNBS rat model of CD; Mel (melezitose) is an oligosaccharide extracted from Alhagi honey
31559126	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37237771	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36599931	T1	Akkermansia muciniphila	Microbe	increased_in	ulcerative colitis	IBD_Outcome	mice experiencing a positive prognosis harbored a high frequency of A. muciniphila in the gastrointestinal (GI) tract	animal	0.75	DSS-induced colitis model; A. muciniphila abundance associated with positive disease outcome
36599931	T2	Akkermansia muciniphila	Microbe	produces	IL-4	Bioactive	the modified A. muciniphila was able to drive M2 macrophage polarization by upregulating the protein level of IL-4 at inflammatory loci	animal	0.75	Mechanistic finding: A. muciniphila drives IL-4 production
